Name,Sex,Equipment,Age,BodyweightKg,WeightClassKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
Patrick Knowlman,M,Raw,26.5,72.4,74,77.5,137.5,327.5,239.31
William Newby,M,Raw,49.5,106.8,120,102.5,205,457.5,271.79
Ryan Laborde,M,Raw,18,60,66,82.5,135,350,298.51
Jacob Laborde,M,Raw,18,48.6,59,45,95,192.5,203.2
Jessica Bates,F,Raw,18,70.4,72,50,115,250,247.74
Lauren Center,F,Single-ply,18,61.1,66,67.5,162.5,355,390.27
Marco Regensberger,M,Single-ply,18,119.5,120,302.5,0,302.5,174.08
Daniel Thurman,M,Single-ply,18,92.4,93,265,0,265,166.99
Colton DePew,M,Single-ply,18,57.7,59,0,130,0,0
Nu Akalegere,M,Single-ply,18,73.4,74,167.5,260,647.5,468.47
Joshua Choi,M,Single-ply,18,63.7,66,100,175,417.5,337.72
Matthew Stanton,M,Single-ply,18,73.9,74,122.5,205,327.5,235.8
Troy Fryar,M,Raw,18,104.6,105,0,295,295,176.52
George Gentry,M,Raw,18,95.8,105,127.5,215,512.5,317.59
Shane Shorter,M,Raw,18,80.8,83,95,200,430,291.74
Cooper Nordan,M,Raw,35.5,79.8,83,127.5,195,487.5,333.34
Douglass Staller,M,Raw,18,103.5,105,82.5,142.5,352.5,211.73
Kasey Grams,F,Single-ply,18,131.7,84+,75,0,0,0
Emily Tcheordikian,F,Raw,18,62,63,35,95,217.5,236.45
Mariah Hamm,F,Single-ply,18,83.8,90,102.5,185,467.5,417.39
Emma Ramsey,F,Raw,18.5,66.4,0,70,162.5,347.5,358.9
Devin Lang,M,Raw,15.5,62.5,0,60,120,285,234.36
Keenan McKnight,M,Raw,16.5,88.3,93,87.5,0,87.5,56.41
Drake Phillips,M,Raw,22.5,81.3,83,137.5,220,525,354.84
Larry Manly,M,Single-ply,69,84.37,90,112.5,152.5,410,271.07
Jack Kress,M,Single-ply,75,90.38,100,92.5,140,325,207.04
Miguel Hernandez,M,Single-ply,16,88,90,70,205,365,235.75
Sam Alduenda,M,Single-ply,18,74.2,75,140,225,580,416.41
Jon Hoffmann,M,Single-ply,18,98.4,100,182.5,200,537.5,329.28
Susan O'Neill,F,Single-ply,18,0,90,40,0,40,0
Jim Chaaban,M,Single-ply,18,110,110,165,0,165,97.1
Chelsi Mundy,F,Single-ply,18,67.47,67.5,52.5,102.5,255,260.34
Jake Orlando,M,Single-ply,17,91.63,100,140,185,505,319.51
Travis Morton,M,Single-ply,18,64.86,67.5,75,117.5,302.5,240.98
Geoff Krampitz,M,Single-ply,30,66.22,67.5,125,225,557.5,436.55
Scott Helmer,M,Single-ply,46,80.74,82.5,125,202.5,530,359.75
Ron Pagal,M,Single-ply,60,98.43,100,140,187.5,492.5,301.67
John Kluck,M,Raw,18,71.67,75,82.5,115,247.5,182.21
Jason Chan,M,Raw,18,81.08,82.5,107.5,227.5,477.5,323.27
Bill Weinstock,M,Single-ply,18,78.24,82.5,87.5,210,457.5,316.83
Greg Lewis,M,Single-ply,18,85.05,90,180,162.5,542.5,357.03
William Hill,M,Raw,18,98.66,100,145,0,145,88.73
Bill Siebold,M,Raw,18,97.41,100,75,165,350,215.33
Edgar Reyes,M,Single-ply,18,95.37,100,192.5,167.5,462.5,287.18
Kenny Wilson,M,Single-ply,18,98.09,100,165,0,165,101.21
David Mishalof,M,Raw,18,0,125+,130,0,130,0
Ron Scott,M,Single-ply,18,73.94,75,110,200,510,367.06
John Killin,M,Single-ply,59,82.8,90,110,200,465,310.83
Pat Cannon,M,Single-ply,52,107.2,110,230,0,230,136.47
Martha Thompson,F,Raw,48,51.4,52,50,75,190,238.99
Thi Truong,F,Single-ply,19,49,52,32.5,85,172.5,225
Robert Strange,M,Raw,72,89.3,90,110,220,510,326.89
Richard Householder,M,Single-ply,49,89.8,90,132.5,0,132.5,84.68
Dave Cummerow,M,Single-ply,60,82.5,82.5,150,0,150,100.49
Mike Kane,M,Raw,69,86.9,90,0,0,0,0
Penney Magrane,F,Raw,62,52,52,32.5,90,187.5,233.74
Lisa Bullock,F,Raw,51,75,75,42.5,80,182.5,173.49
Cheryl Crawford,F,Raw,41,90,90,60,135,300,259.22
Chloe Kipnis,F,Raw,17,75,75,40,117.5,235,223.4
Janie Ramirez,F,Raw,31,67.5,67.5,57.5,130,272.5,278.12
Christopher Tremblay,M,Raw,21,82.5,82.5,107.5,150,395,264.61
Luke Eisenhardt,M,Raw,19,67.5,67.5,95,160,385,296.84
Rylan Ricks,M,Raw,15,75,75,100,175,400,285.02
Tom Miller,M,Raw,69,74.5,75,72.5,175,375,268.46
Carin Fujisaki,F,Raw,51,46.8,48,68.5,0,68.5,92.41
Bradley Carter,M,Raw,19,79.6,82.5,127.5,200,517.5,354.436
Stephen Schaap,M,Raw,14,75,75,85,0,85,60.571
Alyssa Ross,F,Raw,17,65.6,67.5,52.5,125,262.5,273.525
Richard Schuller,M,Single-ply,70,89.3,90,112.5,172.5,457.5,293.257
Glen Tenove,M,Raw,55,129.1,125+,185,0,185,104.765
Pamela Lopes,F,Raw,54,56.2,60,50,110,160,187.73
David Andrews,M,Raw,54,97.4,100,102.5,170,272.5,167.6
Miranda Worden,F,Raw,14,54,56,42.5,82.5,185,223.961
Tyler Mares,M,Raw,16,55.6,56,70,140,330,302.544
Ashton Allen,M,Single-ply,14,49.6,52,35,87.5,175,180.617
Carol Morton,F,Raw,64,110,90,0,50,50,40.655
Karen Parnow,F,Single-ply,53,66,67.5,80,130,310,321.59
Edith Gevorgian,F,Raw,47,47.4,48,30,87.5,182.5,243.94
Amy Noland,F,Raw,50,55.2,56,40,97.5,210,249.89
Phillip Watford,M,Raw,33,88.9,90,132.5,245,592.5,380.65
Larry Negriff,M,Single-ply,70,107.7,110,165,0,165,97.75
Rudy Lozano,M,Raw,72,85.6,90,115,0,115,75.41
Mary Hart,F,Single-ply,18,43.18,44,32.5,95,205,292.25
Patricia Ewing,F,Single-ply,18,47.08,48,57.5,105,255,342.53
Amber Glines,F,Single-ply,18,50.12,52,47.5,112.5,247.5,317.37
Barbara Beasly,F,Single-ply,18,51.17,53,60,137.5,275,347.1
Heather Bremer,F,Single-ply,18,50.8,53,42.5,57.5,185,234.8
Nancy Hays,F,Single-ply,18,56.52,60,65,122.5,280,327.07
Heather Huffman,F,Single-ply,18,57.33,60,65,147.5,347.5,401.42
Grace Cloninger,F,Single-ply,18,66.77,70,37.5,72.5,175,180.01
Jolene Depew,F,Single-ply,18,67.22,70,55,145,330,337.81
W. McDermott,M,Single-ply,18,52,52,77.5,152.5,380,372.89
Karen Faulkner,F,Single-ply,18,52,52,62.5,0,62.5,77.91
Beth Tompkins,F,Single-ply,18,75,75,75,0,75,71.3
Adam Miller,M,Single-ply,18,60,60,87.5,0,87.5,74.63
Russ Burnett,M,Single-ply,18,67.5,67.5,0,0,0,0
James Kunkle,M,Single-ply,18,67.5,67.5,80,0,80,61.68
Bob Benzlee,M,Single-ply,18,75,75,157.5,0,157.5,112.23
Dana Rosenzweig,M,Single-ply,18,82.5,82.5,175,0,175,117.23
Charles Lee Sr,M,Single-ply,18,90,90,105,0,105,67.03
Lawrence Boganwright,M,Single-ply,18,100,100,115,0,115,69.99
Jennifer Papst,F,Single-ply,18,44,44,0,0,0,0
Natalie Lorenz,F,Single-ply,18,48,48,35,75,165,218.53
Jennifer Brown,F,Single-ply,18,52,52,47.5,117.5,257.5,321.01
A. Hitchcock,F,Single-ply,18,44,44,40,102.5,217.5,306.26
C. Kirk,F,Single-ply,18,56,56,47.5,127.5,280,329.45
James Bourishaw,M,Single-ply,18,100,100,160,0,160,97.37
Charles Doggett,M,Single-ply,18,100,100,117.5,0,117.5,71.51
Anton Reel,M,Single-ply,18,100,100,77.5,0,77.5,47.17
Munemari Fukuda,M,Single-ply,18,56,56,120,0,120,109.24
Josie Olivarez,F,Single-ply,18,48,48,32.5,97.5,205,271.51
Johonna Ellis,F,Single-ply,18,48,48,47.5,130,287.5,380.77
Judy Gedney,F,Single-ply,18,48,48,62.5,127.5,297.5,394.02
Samantha Lepert,F,Single-ply,18,56,56,65,127.5,295,347.1
Elma Day Beck,F,Single-ply,18,60,60,32.5,82.5,180,200.68
Shirley Haycock,F,Single-ply,18,0,90,0,0,0,0
Amy Taylor,F,Single-ply,18,43.9,44,40,105,222.5,313.77
Shaune Middleton,M,Single-ply,18,90,90,182.5,0,182.5,116.51
Georgia Johnson,F,Single-ply,70,67.5,67.5,32.5,30,92.5,94.41
Donna Steele,F,Single-ply,60,80.45,82.5,65,110,267.5,244.01
R. Merrell,M,Single-ply,18,67.4,67.5,35,70,140,108.07
Maurice Williams,M,Single-ply,18,90,90,165.56,0,165.56,105.69
Peggy Beno,F,Single-ply,42,47.2,48,40,0,40,53.63
Ray Klocek,M,Single-ply,67,96.6,100,132.5,0,132.5,81.81
Calvin Everett,M,Single-ply,74,81.3,82.5,102.5,0,102.5,69.28
Elma Beck,F,Single-ply,18,56,56,35,85,185,217.67
Ray Baxter,M,Single-ply,18,90,90,165,237.5,665,424.53
Gray Pamplin,M,Single-ply,18,110,110,205,242.5,742.5,436.96
Robert Hene,M,Single-ply,18,110,110,150,200,550,323.67
Beth Scimeca,F,Single-ply,18,44,44,32.5,87.5,197.5,278.09
Doris McConnaughey,F,Single-ply,18,67.5,67.5,30,0,30,30.62
Andrew Fodor,M,Single-ply,18,75,75,60,0,60,42.75
Dr. Anton Reel Jr,M,Single-ply,18,82.5,82.5,62.5,0,62.5,41.87
Gene Bell,M,Single-ply,18,90,90,232.5,0,232.5,148.43
Jack Harnady,M,Single-ply,18,82.5,82.5,165,0,165,110.53
Jeff Fremont,M,Single-ply,56,75,75,120,0,120,85.51
Randy Titus,M,Single-ply,64,75,75,125,0,125,89.07
Dr. Anton Reel Jr,M,Single-ply,83,75,75,52.5,0,52.5,37.41
Joseph Edmund Waddill,M,Single-ply,76,100,100,75,0,75,45.64
Brian Blackmon,M,Single-ply,17,56,56,0,0,0,0
Eli Blahut,M,Single-ply,15,60,60,0,0,0,0
Loren Mangino,M,Single-ply,19,75,75,0,0,0,0
Jeremy Scruggs,M,Single-ply,18,52,52,0,0,0,0
Kaley Pryor,F,Single-ply,18,51.7,52,35,95,197.5,247.31
Kathy Jones,F,Single-ply,18,67.2,67.5,92.5,137.5,340,348.12
Angela Davia,F,Single-ply,18,74,75,52.5,75,192.5,184.56
Disa Hatfield,F,Single-ply,18,75,75,142.5,192.5,517.5,491.96
Bryson Brun,M,Single-ply,18,59,60,95,165,0,0
David Scalo,M,Single-ply,18,66.5,67.5,107.5,147.5,402.5,314.1
Jules Pelligrino,M,Single-ply,18,67.3,67.5,132.5,165,480,370.97
George Hummel,M,Single-ply,18,74.6,75,157.5,182.5,455,325.43
Gage Volkes,M,Single-ply,18,79.7,82.5,130,177.5,467.5,319.92
Dennis Ryan,M,Single-ply,18,78,82.5,130,195,515,357.36
James Moreno,M,Single-ply,18,77.8,82.5,137.5,250,582.5,404.89
Jim Pinto,M,Single-ply,18,82.4,82.5,142.5,215,540,362.01
Thomas Bayer,M,Single-ply,18,96.4,100,110,250,597.5,369.25
Anthony Lepri,M,Single-ply,18,120,125,112.5,192.5,525,301.83
Michay Hofmeyer,F,Single-ply,18,60.5,67.5,30,100,190,210.47
Nancy Moses,F,Single-ply,18,64,67.5,35,0,35,37.15
Cheryl Anderson,F,Single-ply,31,46.9,48,80,142.5,350,471.44
Michelle Van Dusen,F,Single-ply,15,47.3,48,60,135,332.5,445.12
Stephanie Byrom,F,Single-ply,18,48,48,60,125,270,357.59
Andrew Hare,M,Raw,18,88.2,90,152.5,220,590,380.62
Sarah Lewis,F,Raw,17,57.7,60,55,145,292.5,336.19
Kelly Moore,F,Raw,46,52.68,56,80,142.5,332.5,410.36
Bernadine Tatulinski,F,Raw,51,57.06,60,50,120,270,313.05
Tammy Walker,F,Raw,40,74.86,75,97.5,142.5,360,342.63
Josh Sine,M,Raw,21,59.4,60,105,177.5,440,378.74
Jim Marchio,M,Raw,54,59.6,60,92.5,200,420,360.41
Jay Halprin,M,Raw,59,73.7,75,95,172.5,397.5,286.75
Donovan Thompson,M,Raw,43,76.88,82.5,155,205,552.5,387.08
Jerome Penn,M,Raw,45,78.1,82.5,130,222.5,512.5,355.33
Rip Stahura,M,Raw,65,87.94,90,52.5,140,305,197.07
Charles Turco,M,Raw,53,99.24,100,155.5,190,528,322.33
Cam Lorendo,M,Raw,60,97.38,100,97.5,212.5,445,273.81
Savannah May,F,Single-ply,15,44,44,57.5,105,262.5,369.62
Sheila Mayes,F,Single-ply,17,43.05,44,62.5,110,285,407.1
Molly Jaeger,F,Single-ply,19,43.8,44,57.5,117.5,290,409.58
Martha Thompson,F,Single-ply,49,47.1,48,55,117.5,272.5,365.92
Bebe Burns,F,Single-ply,68,47.7,48,35,70,157.5,209.56
Danna Snow,F,Single-ply,40,54.2,56,82.5,157.5,365,440.59
Debra A. Jackson,F,Single-ply,51,55.15,56,0,0,0,0
Annemarie Kemmerer,F,Single-ply,56,57.6,60,57.5,127.5,272.5,313.63
Cynthia Hochstetler,F,Raw,55,67.44,67.5,65,125,275,280.85
Buellah Bishop,F,Raw,70,81.5,82.5,42.5,75,170,153.98
Tom Bishop,M,Raw,73,58.12,60,65,115,265,232.79
Don Smith,M,Single-ply,18,119.48,125,0,137.5,137.5,79.13
Danielle Tasher,F,Single-ply,15,45.1,48,27.5,90,170,235.39
Jenna Hardy,F,Single-ply,16,54.7,56,65,115,285,341.56
Charles King,M,Single-ply,60,102,110,115,162.5,385,232.51
Josh Stencler,M,Single-ply,16,81,82.5,100,187.5,427.5,289.6
Michael Treadway,M,Single-ply,17,69.8,75,105,200,440,330.45
Bill Riviello,M,Single-ply,37,67.5,67.5,130,0,130,100.23
Everett Fasnacht,M,Single-ply,18,45.6,56,45,0,45,51.09
Patrice Lockhart,F,Single-ply,28,89,90,30,125,0,0
Cindy Bullara,F,Single-ply,18,56,56,55,112.49,259.91,305.81
Judy Payne,F,Single-ply,47,67.5,67.5,59.99,107.39,239.72,244.66
John Cano,M,Single-ply,13,67.5,67.5,64.98,137.44,322.39,248.57
Chris Balanga,M,Single-ply,18,67.5,67.5,152.41,209.9,544.76,420.02
Brad King,M,Single-ply,47,100,100,177.47,312.41,782.33,476.12
Tom Miller,M,Single-ply,58,67.5,67.5,94.91,204.91,489.77,377.62
Sarah Yu,F,Single-ply,18,55.34,60,57.49,132.45,189.94,225.57
Priscilla Sanchez,F,Single-ply,18,72.57,60+,52.39,104.89,157.4,152.83
Donnie Tucker,M,Single-ply,18,0,0,62.48,124.96,187.45,0
Tony Morales,M,Single-ply,16,90,90,110,194.93,304.93,194.67
Rich Abbott,M,Single-ply,63,75,75,92.42,214.89,307.42,219.06
Matthew Prinster,M,Single-ply,18,56,56,62.48,104.89,167.38,152.37
Andrew Lopez,M,Single-ply,18,60,60,77.45,110,299.94,255.81
Ruben Arredondo,M,Single-ply,18,100,100,159.89,214.89,589.67,358.87
Steve Hallman,M,Single-ply,18,110,110,104.89,139.93,354.82,208.81
Clinton Haflich,M,Single-ply,18,125,125,0,0,0,0
Danyelle Gonzales,F,Single-ply,18,75,75,0,0,0,0
Renee Amour,F,Single-ply,18,75,75,79.95,142.43,353.46,336.01
John Garcia,M,Single-ply,18,56,56,69.97,84.94,209.9,191.08
Bryan Wheeler,M,Single-ply,18,82.5,82.5,104.89,172.48,429.78,287.91
Letroy Higgins,M,Single-ply,18,100,100,169.98,244.94,659.86,401.58
Lisa Baldridge,F,Single-ply,18,82.5,82.5,42.64,104.89,242.45,218.2
Wes Jensen,M,Single-ply,18,75,75,67.47,132.45,302.32,215.42
Harrison Benner,M,Single-ply,80,75,75,87.09,0,87.09,62.06
Andrew Hoyos,M,Single-ply,18,82.5,82.5,122.47,0,122.47,82.04
Sam Collela,M,Single-ply,18,90,90,119.75,0,119.75,76.45
Mike Cunningham,M,Single-ply,18,125,125,174.63,0,174.63,99.51
Clinton Haflich,M,Single-ply,18,110,110,117.48,182.34,459.94,270.67
Debbie McNulty,F,Single-ply,18,56,56,62.14,112.49,271.7,319.68
Josie Merrell,F,Single-ply,18,60,60,49.9,79.83,169.64,189.13
David Edmondson,M,Single-ply,18,67.5,67.5,122.47,219.99,552.02,425.62
Roger Merrell,M,Single-ply,18,67.5,67.5,32.66,69.85,142.43,109.82
Pete Wainscott,M,Single-ply,18,82.5,82.5,159.66,249.93,594.21,398.07
Frank Sumner,M,Single-ply,18,82.5,82.5,119.75,147.42,376.94,252.51
Rex Monahan,M,Single-ply,18,90,90,64.86,144.7,294.38,187.93
Brent Edmund,M,Single-ply,18,100,100,152.41,249.93,619.61,377.09
S.Marcel Donabedian,M,Single-ply,18,100,100,109.77,174.63,426.83,259.76
Tammy Burgess,F,Single-ply,18,0,0,62.48,114.99,269.89,0
Sara Haflich,F,Single-ply,18,60,60,67.47,127.46,304.93,339.96
Billy Gore,M,Single-ply,18,52,52,62.48,92.42,224.87,220.66
Nicolas Cirigliano,M,Single-ply,18,60,60,59.99,124.96,267.39,228.05
Creig Nakano,M,Single-ply,18,67.5,67.5,79.95,144.92,327.27,252.33
Brad Haldemann,M,Single-ply,18,75,75,0,0,0,0
Shoua Moua,M,Single-ply,18,82.5,82.5,0,0,0,0
Phil Davi,M,Single-ply,18,100,100,182.46,292.45,739.81,450.24
Jason Larimer,M,Single-ply,18,110,110,127.46,204.91,524.81,308.85
Len Sandberg,M,Single-ply,18,90,90,92.42,0,92.42,59
Jim Oswood,M,Single-ply,18,125,125,119.98,189.94,467.31,266.29
Nick Benjamin,M,Single-ply,18,0,140,229.97,254.92,752.28,0
Steve Brown,M,Single-ply,18,125,125,197.43,249.93,697.28,397.34
Manuel Frutoze,M,Single-ply,18,110,110,169.98,252.42,634.8,373.58
Pete Wilson,M,Single-ply,18,100,100,159.89,199.92,559.73,340.65
Leilani Wyatt,F,Single-ply,18,75,75,0,92.42,92.42,87.86
Aaron Nadal,M,Single-ply,18,82.5,82.5,99.9,162.39,414.7,277.81
Travis Vassallo,M,Single-ply,18,100,100,154.9,217.5,587.29,357.42
Donna Arndt,F,Single-ply,18,52,52,84.94,0,84.94,105.89
Brian Crocker,M,Single-ply,18,67.5,67.5,154.9,0,154.9,119.43
Bryan Galvez,M,Single-ply,18,60,60,69.97,0,69.97,59.68
Ryan McElwain,M,Single-ply,18,75,75,104.89,0,104.89,74.74
Mike Campbell,M,Single-ply,18,60,60,68.04,111.13,281.23,239.85
Susann Thompson,F,Single-ply,18,75,75,67.47,0,67.47,64.14
Steve Tamerius,M,Single-ply,18,75,75,99.9,0,99.9,71.18
Floyd Irons,M,Single-ply,18,90,90,117.48,0,117.48,75
Gerald Fontaine,M,Single-ply,71,97.52,100,115,0,115,70.72
Eric Charboneau,M,Single-ply,15,98.66,100,97.5,175,410,250.896
Arnold Neuenberg,M,Single-ply,18,0,0,130,0,130,0
Brad Long,M,Single-ply,46,125,125,169.98,0,169.98,96.86
Steve Tamerius,M,Single-ply,54,67.5,67.5,94.91,0,94.91,73.18
Jeff Belanger,M,Single-ply,15,83.23,90,0,160,160,106.63
Flarry Marangio,M,Single-ply,75,98.43,100,0,137.5,137.5,84.22
David Marr,M,Single-ply,37,130.86,140,222.49,0,222.49,125.69
Bill Cavalier,M,Single-ply,55,75.75,82.5,0,0,0,0
Chris Tremblay,M,Single-ply,15,62.6,67.5,64.98,0,64.98,53.36
Art Ramsey,M,Single-ply,44,159.21,140,0,234.96,234.96,128.9
Peter Singer,M,Single-ply,19,77.56,82.5,132.45,0,132.45,92.25
Matt Higashida,M,Single-ply,19,60.55,67.5,79.95,0,79.95,67.62
Anthony Conyers,M,Single-ply,18,75.3,0,202.3,294.84,806.94,573.4
Brian Siders,M,Single-ply,18,156.04,0,337.47,374.67,1154.39,635.16
Steve Petersen,M,Single-ply,18,97.2,100,174.63,249.93,669.5,412.27
Kristie Torkildsen,F,Single-ply,19,65.32,67.5,59.99,0,59.99,62.71
Dynell Harleaux,M,Single-ply,16,62.23,67.5,67.47,0,67.47,55.69
Armando Garcia Jr,M,Single-ply,31,80.47,82.5,0,212.39,212.39,144.47
Vicki Lewis,F,Single-ply,57,88.9,90,0,77.45,77.45,67.27
Danni Eldridge,F,Single-ply,63,64.86,67.5,0,102.4,102.4,107.6
James Dotson,M,Single-ply,45,102.4,110,0,157.4,157.4,94.92
Spenser Kirishian,M,Single-ply,15,66,67.5,64.98,137.44,317.4,249.22
Jeff Juangco,M,Raw,15,52,52,65.77,138.35,278.96,273.74
Justin Lay,M,Raw,17,67.5,67.5,97.52,158.76,387.82,299.02
Gene Bell,M,Single-ply,48,89.72,0,244.94,289.96,862.39,551.42
Josh Bryant,M,Single-ply,24,142.47,0,287.46,339.97,1039.86,579.58
Chase Collins,M,Single-ply,18,116.8,125,157.5,0,157.5,91.15
Peter Blumenthal,M,Single-ply,35,112.49,125,102.5,0,102.5,59.92
Thomas Jimenez,M,Single-ply,16,84.71,90,115,192.5,450,296.83
Marshall Molletta,M,Single-ply,15,57.49,60,65,0,65,57.69
John Kisst,M,Single-ply,20,90.72,100,115,0,115,73.12
Spencer Levi,M,Single-ply,41,95.93,100,215,0,215,133.15
Mike Hake,M,Single-ply,56,66.68,67.5,-103,0,0,0
Alex Decker,F,Single-ply,19,50.44,52,37.5,92.5,200,255.22
John Caputo,M,Single-ply,36,80.1,82.5,142.5,240,589.99,402.47
Tom Adams,M,Single-ply,17,67.22,67.5,117.5,0,117.5,90.9
Jeff Juangco,M,Single-ply,17,56,56,88.45,156.49,365.14,332.4
Trisha Layman,F,Single-ply,10,43.27,44,30,0,30,42.71
Shannon Wheeler,F,Single-ply,19,65.32,67.5,35,0,35,36.59
David Rocha,M,Single-ply,17,58.88,60,110,0,110,95.46
O'Neil Roussell,M,Single-ply,20,165.02,140,182.5,0,182.5,99.58
Jessica Porter,F,Single-ply,19,73.89,75,100,165,417.5,400.66
Tyler Green,M,Single-ply,14,48.1,52,67.5,115,277.5,296.32
Ene Purre,F,Single-ply,70,64,67.5,32.5,0,32.5,34.49
Ron Harbert,M,Single-ply,36,108.9,110,-244.94,0,0,0
Luiggi Muscedere,M,Single-ply,69,71.69,75,100,0,100,73.6
Chris Waldrum,M,Single-ply,21,92.99,100,175,210,567.49,356.51
Jodalyn Holland,F,Single-ply,19,55.79,56,45,0,45,53.1
Sabra Callahan,F,Single-ply,50,55.7,56,97.5,0,97.5,115.2
Robert Ford,M,Single-ply,16,99.34,100,127.5,0,127.5,77.8
Jim Andres,M,Single-ply,71,59.33,60,72.5,0,72.5,62.47
Patrick Harrity,M,Single-ply,42,84.82,90,150,192.5,549.99,362.52
Anne Larson,F,Single-ply,45,53.48,56,59,0,59,71.97
Rudy Hightower,M,Raw,15,52,52,54.43,92.99,235.87,231.45
Andrew Yasania,M,Raw,17,60,60,83.91,138.35,335.66,286.28
Chris Haudenschild,M,Single-ply,18,110,110,215,0,215,126.53
Madison Cabuag,F,Single-ply,14,50.26,52,45,0,45,57.58
Bunny Olds,F,Single-ply,65,70.08,75,30,0,30,29.82
Levi Zanetti,M,Single-ply,18,66.59,67.5,100,0,100,77.95
Levi Guisinger,M,Single-ply,22,87.09,90,160,0,160,103.92
Anthony Williams,M,Single-ply,43,79.92,82.5,-144.7,0,0,0
Jaime Alvarez,M,Single-ply,57,82.42,82.5,155,0,155,103.9
Rich Tsutsui,M,Single-ply,61,87.82,90,147.5,0,147.5,95.37
Anna Zeinun,F,Single-ply,41,79.74,82.5,37.5,0,37.5,34.38
Monique Little,F,Single-ply,23,87.27,90,42.5,102.5,230,201.41
Deanna Galstian,F,Single-ply,20,53.75,56,0,95,95,115.42
Uladzimir Tsatsulin,M,Single-ply,70,82.33,82.5,0,155,155,103.96
Sydney Mitchell,F,Single-ply,18,67.5,67.5,52.5,100,237.5,242.4
Richard Simon,M,Single-ply,18,75,75,0,0,0,0
Carlos Nava,M,Single-ply,18,52,52,54.43,83.91,219.99,215.87
James Hannah,M,Single-ply,18,67.5,67.5,102.06,161.03,387.82,299.02
Madison James,F,Single-ply,18,60,60,35.5,75,175.5,195.66
Richard Simon,M,Single-ply,77,79.11,0,102.51,152.41,254.92,175.28
William Stanton,M,Single-ply,51,98.61,100,100,227.5,510,312.15
Robert Ciano,M,Single-ply,47,114.58,125,200,272.5,749.99,436.21
Peter Tapia,M,Single-ply,40,87,90,0,205,205,133.23
Jennifer Carter,F,Raw,36,59.87,60,52.5,142.5,285,318.28
Jordan Tarafa,M,Raw,15,97.52,100,0,127.5,127.5,78.4
Gairett Pirkig,M,Multi-ply,29,99.7,100,280,280,910,554.482
Tony Rodenburg,M,Multi-ply,54,118.12,125,125,230,510,294.32
Shanrekia Bower,F,Single-ply,35,123.83,90,150,0,150,119.28
Ronald Cox,M,Single-ply,50,107.23,110,150,0,150,88.99
Jade Mendelson,F,Multi-ply,14,87.54,90,-130,0,0,0
Maricelle Mendelson,F,Multi-ply,38,105.41,90,132.5,0,132.5,108.775
Chris Larson,M,Multi-ply,16,86.27,90,-122.5,0,0,0
Adrianne Lockhart,F,Raw,18,67.5,67.5,87.5,0,87.5,89.3
Allene Wilcox,F,Single-ply,18,52,52,70,0,70,87.26
Edmond Carter,M,Raw,18,75,75,155,0,155,110.45
John Mitsopoulos,M,Raw,18,82.5,82.5,115,0,115,77.04
Chad Geer,M,Raw,18,90,90,147.5,0,147.5,94.16
Mesa Weidle,F,Raw,15,54.7,56,37.5,70,180,215.72
Cameron Hansen,M,Raw,13,68.76,75,65,125,287.5,218.45
John Winterrowd,M,Raw,49,82.24,82.5,125,215,542.5,364.11
Justin Gaudette,M,Single-ply,23,94.12,100,162.5,245,617.5,385.737
Tim Troy,M,Single-ply,53,107.32,110,0,0,0,0
Alan Levine,M,Raw,62,74.21,75,92.5,165,387.5,278.18
Jim Freda,M,Raw,50,132.63,140,127.5,160,390,219.81
Robert Heriford,M,Raw,68,83.01,90,115,0,115,76.76
Betty Heriford,F,Raw,60,72.94,75,100,155,255,246.77
Ernie Dela Torre,M,Raw,42,129.27,140,225,0,225,127.39
Quinn Bremes,M,Raw,50,134.99,140,194,0,194,109.02
Lindsey Craft,F,Raw,23,53.52,56,75,130,307.5,374.836
Peter Vega,M,Single-ply,48,103.6,110,185,192.5,582.5,349.75
Bradley Biroan,M,Raw,46,73,75,110,0,110,79.9
Harold Cabos,M,Raw,59,86.6,90,112.5,0,112.5,73.3
Von-Dell Waiwaiole-Cabos,F,Single-ply,57,87.4,90,93,0,93,81.38
Harold Pettegrove,M,Single-ply,23,112.76,125,160,292.5,710,414.781
Vladimir Tsatsulin,M,Raw,74,81.83,82.5,0,150,150,100.98
Liese Greensfelder,F,Raw,59,63.5,67.5,50,100,235,250.88
Carolyn Ticer,F,Raw,39,62.6,67.5,0,110,110,118.71
Jamie Ritter,F,Raw,65,82.01,82.5,40.82,58.97,140.61,126.94
Tracy Ruiz,F,Raw,45,115.12,90,83.91,142.88,351.53,283.24
Charles Sanders Sr,M,Single-ply,53,129.82,140,185.97,0,185.97,105.21
Mariah Heller,F,Raw,19,66.22,67.5,47.5,97.5,232.5,240.6
Chris Sierra,M,Raw,21,88.27,90,85,215,465,299.86
Shelby Lopez,F,Raw,13,45.81,48,37.5,85,177.5,243.12
Mie Hartmann,F,Raw,42,62.96,67.5,55,-87.5,0,0
Andres Huizar,M,Raw,21,58.06,60,102.5,145,337.5,296.76
Joshua Hyman,M,Raw,37,88.99,90,112.5,220,475,305
Louis Camassa,M,Wraps,30,89.18,90,137.5,247.5,595,381.639
Tony Lewelling,M,Raw,52,96.07,100,175,0,175,108.31
Travis Willingham,M,Raw,37,122.02,125,112.5,257.5,370,211.92
Gregory Powell,M,Raw,60,105.69,110,130,0,130,77.51
